,itemLabel,pubmedid,year,eupcm_citations
728,Neuroscience: Forgetfulness illuminated.,26352474,2012.0,2
729,Neuroscience: Internal compass puts flies in their place.,25971505,2012.5,1
730,Neuroscience: Rewiring the brain.,26107095,2013.5,1
731,Neuroscience: The aesthetic brain.,26444372,2005.0,0
732,Neuroscience: The cortical connection.,25652821,2008.0,0
733,Neuroscience: The power of positivity.,26085266,2013.0,2
734,Neuroscience: a cellular basis for the munchies.,25707800,2010.0,1
735,Neuroscience: hot on the trail of temperature processing.,25739498,2011.5,4
736,Neuroscience: spotlight on deep-brain stimulation.,25788094,2010.5,5
737,Neurotransmitter and psychostimulant recognition by the dopamine transporter.,25970245,2007.0,106
738,Neutrophil ageing is regulated by the microbiome,26374999,2012.0,143
739,Neutrophils support lung colonization of metastasis-initiating breast cancer cells,26649828,2011.0,203
740,"New cofactor supports α,β-unsaturated acid decarboxylation via 1,3-dipolar cycloaddition.",26083754,2011.0,49
741,New cosmogenic burial ages for Sterkfontein Member 2 Australopithecus and Member 5 Oldowan.,25830884,2008.0,13
742,New genetic loci link adipose and insulin biology to body fat distribution.,25673412,2011.0,417
743,New genomic and fossil data illuminate the origin of enamel.,26416752,2011.0,26
744,New species from Ethiopia further expands Middle Pliocene hominin diversity,26017448,2007.0,17
745,Nicaragua: Biodiversity on canal route already at risk.,26333461,2014.0,1
746,Niche-induced cell death and epithelial phagocytosis regulate hair follicle stem cell pool.,25849774,2008.0,35
747,No signature of ejecta interaction with a stellar companion in three type Ia supernovae.,25993963,2010.5,1
748,Nomenclature: Replace 'pathogens' with 'perceptogens'.,25652984,2014.0,4
749,Non-coding RNA: Antibiotic tricks a switch.,26416738,2013.0,2
750,Non-coding recurrent mutations in chronic lymphocytic leukaemia,26200345,2012.0,240
751,Non-stabilized nucleophiles in Cu-catalysed dynamic kinetic asymmetric allylic alkylation.,25592541,2008.0,17
752,North Pacific deglacial hypoxic events linked to abrupt ocean warming.,26581293,2010.0,10
753,Northern push for the bipolar see-saw,25925474,2006.0,1
754,Notum deacylates Wnt proteins to suppress signalling activity,25731175,2008.0,109
755,Novel antibody-antibiotic conjugate eliminates intracellular S. aureus,26536114,2008.0,144
756,Novel competitors shape species' responses to climate change.,26374998,2012.0,63
757,Nuclear architecture dictates HIV-1 integration site selection.,25731161,2008.0,102
758,Nuclear ashes and outflow in the eruptive star Nova Vul 1670.,25799986,2006.5,2
759,Nuclear physics: Close encounters of the alpha kind.,26632583,1959.0,0
760,Nuclear physics: Neutrons with a twist.,26399824,2010.0,0
761,Nutrient-sensing mechanisms and pathways.,25592535,2007.0,301
762,Nutrition: A personal forecast.,26701049,2014.0,3
763,Observation of antiferromagnetic correlations in the Hubbard model with ultracold atoms.,25707803,2006.0,27
764,Observation of non-Hermitian degeneracies in a chaotic exciton-polariton billiard.,26458102,2009.0,37
765,Observation of quantized conductance in neutral matter.,25557712,2000.5,10
766,Observation of the rare Bs0 →µ+µ− decay from the combined analysis of CMS and LHCb data,26047778,2010.5,5
767,Observational determination of surface radiative forcing by CO2 from 2000 to 2010.,25731165,2008.0,8
768,Observed latitudinal variations in erosion as a function of glacier dynamics.,26432248,2009.0,6
769,Ocean impact on decadal Atlantic climate variability revealed by sea-level observations,26017453,2001.0,19
770,Offsets: Conservation served by flexibility.,26310757,2015.0,0
771,Offsets: Factor failure into protected areas.,26333460,2014.0,0
772,Ongoing hydrothermal activities within Enceladus.,25762281,2008.0,41
773,Onset of Antarctic Circumpolar Current 30 million years ago as Tasmanian Gateway aligned with westerlies.,26223626,2010.0,7
774,Optogenetic control of organelle transport and positioning,25561173,2011.0,98
775,Optomechanics: Listening to quantum grains of sound.,25903620,2014.0,0
776,Orbital-specific mapping of the ligand exchange dynamics of Fe(CO)5 in solution.,25832405,2001.0,58
777,Organic chemistry: A cure for catalyst poisoning.,26268186,2013.0,2
778,Organometallic palladium reagents for cysteine bioconjugation,26511579,2012.5,86
779,Orientation-specific joining of AID-initiated DNA breaks promotes antibody class switching.,26308889,2008.5,34
780,Osteichthyan-like cranial conditions in an Early Devonian stem gnathostome.,25581798,2011.5,36
781,Outreach: Science festivals preach to the choir.,26659172,2014.0,0
782,Overflow metabolism in Escherichia coli results from efficient proteome allocation.,26632588,2007.5,96
783,Oxidative stress inhibits distant metastasis by human melanoma cells.,26466563,2012.0,243
784,Oxygen regulation of breathing through an olfactory receptor activated by lactate,26560302,2007.0,67
785,Oxytocin enables maternal behaviour by balancing cortical inhibition.,25874674,2009.0,140
786,PIK3CA(H1047R) induces multipotency and multi-lineage mammary tumours.,26266975,2011.0,100
787,PLD3 and sporadic Alzheimer's disease risk.,25832408,2013.0,20
788,PLD3 gene variants and Alzheimer's disease.,25832413,2013.0,20
789,PLD3 in non-familial Alzheimer's disease.,25832411,2011.5,24
790,PLD3 variants in population studies.,25832410,2013.5,19
791,PPAR-α and glucocorticoid receptor synergize to promote erythroid progenitor self-renewal,25970251,2008.0,38
792,Pacific western boundary currents and their roles in climate.,26085269,2009.5,14
793,"Palaeoanthropology: Homo sapiens in China 80,000 years ago.",26466570,2012.5,3
794,Palaeoanthropology: The middle Pliocene gets crowded.,26017440,2010.0,1
795,Palaeoclimate: Climate sensitivity in a warmer world.,25652995,2013.0,1
796,Palaeomagnetic field intensity variations suggest Mesoproterozoic inner-core nucleation.,26450058,2012.5,6
797,Palaeontology: Dinosaur up in the air.,25924067,2010.0,0
798,Palaeontology: Hallucigenia's head.,26106859,2008.0,0
799,Panorama of ancient metazoan macromolecular complexes,26344197,2009.0,122
800,Parasitology: CRISPR for Cryptosporidium.,26176915,2011.5,5
801,Parent stem cells can serve as niches for their daughter cells.,26147083,2010.0,51
802,Parent-progeny sequencing indicates higher mutation rates in heterozygotes.,26176923,2011.0,52
803,Parkinson's disease: Crystals of a toxic core.,26352470,2011.5,1
804,Pathogen-secreted proteases activate a novel plant immune pathway.,25731164,2007.0,64
805,Patient-centric trials for therapeutic development in precision oncology.,26469047,2012.0,86
806,Paul von Ragué Schleyer (1930-2014).,25557708,1992.0,1
807,Peptoid nanosheets exhibit a new secondary-structure motif.,26444241,2010.0,28
808,Perceptual thresholds: Music inspired Newton's rainbow.,25903616,2000.0,0
809,Perplexing effects of phenotypic plasticity,26331543,2010.0,4
810,Perspective: Be clear about the real risks.,26398733,2010.5,6
811,Perspective: Behavioural addictions matter.,26107100,2012.5,9
812,Perspective: Beyond the neural circuits.,26107097,2012.0,2
813,Perspective: Close the knowledge gap.,26398739,2011.0,2
814,Perspective: Embryo editing needs scrutiny.,26630598,2015.0,7
815,Perspective: Encourage the innovators.,26630599,2013.0,6
816,Perspective: Enforce the clinical guidelines.,26672782,2013.0,14
817,Perspective: Special delivery for the gut.,25806494,2012.5,17
818,Pesticides: Seeking answers amid a toxic debate.,25992672,2013.5,8
819,Pharmacogenomic agreement between two cancer cell line data sets.,26570998,2010.0,85
820,Pharmacogenomics in the clinic,26469045,2013.0,176
821,Pharmacotherapy: Quest for the quitting pill.,26107096,2009.5,8
822,Phonon counting and intensity interferometry of a nanomechanical resonator.,25903632,2010.5,17
823,Phosphodiesterase 9A controls nitric-oxide-independent cGMP and hypertrophic heart disease,25799991,2011.0,85
824,Photonics: A stable narrow-band X-ray laser.,26310762,2012.0,0
825,Phylogenetic structure and host abundance drive disease pressure in communities.,25903634,2010.0,60
826,Pioneer factors govern super-enhancer dynamics in stem cell plasticity and lineage choice.,25799994,2012.0,127
827,Planet heating prevents inward migration of planetary cores,25832403,2012.0,3
828,Planetary science: Enceladus' hot springs.,25762276,2012.5,0
829,Planetary science: Prebiotic chemistry on the rocks.,25855449,2009.0,0
830,Planetary science: Preventing stars from eating their young.,25832400,2012.5,0
831,Planetary science: Sink holes and dust jets on comet 67P.,26135444,2015.0,0
832,Plant biology: Coding in non-coding RNAs,25807488,2012.0,11
833,Plant functional traits have globally consistent effects on competition.,26700807,2008.0,71
834,Plant science: Precision positioning with peptides.,26083745,2012.0,0
835,Plasticity-driven individualization of olfactory coding in mushroom body output neurons.,26416731,2008.0,38
836,Plio-Pleistocene climate sensitivity evaluated using high-resolution CO2 records.,25652996,2010.0,25
837,Polarized endosome dynamics by spindle asymmetry during asymmetric cell division.,26659188,2009.0,30
838,Policy: climate advisers must be astute.,26062502,2015.0,0
839,Pollution: Clear blue skies over Beijing.,25567273,2013.5,1
840,Pollution: Uncouple from economy boom.,25567271,2013.5,1
841,Polyploidy can drive rapid adaptation in yeast.,25731168,2009.0,114
842,Potential sea-level rise from Antarctic ice-sheet instability constrained by observations.,26580020,2013.0,16
843,Precise interpolar phasing of abrupt climate change during the last ice age.,25925479,2011.0,27
844,Predicting climate-driven regime shifts versus rebound potential in coral reefs.,25607371,2009.5,103
845,Prenatal screening: Focus on more specific fetal testing.,26178955,2013.5,0
846,Prevention: Tending the gut.,25970457,2011.5,4
847,Probabilistic machine learning and artificial intelligence,26017444,1989.0,70
848,Probabilistic reanalysis of twentieth-century  sea-level rise.,25629092,2007.0,35
849,Productivity: Social impacts of science metrics.,26245571,2013.0,0
850,Progesterone receptor modulates ERα action in breast cancer.,26153859,2009.0,169
851,Prognosis: Proportionate response.,26672783,2015.0,1
852,Projections from neocortex mediate top-down control of memory retrieval.,26436451,2010.0,98
853,Propagation of conformational changes during μ-opioid receptor activation.,26245377,2011.0,80
854,Protistology: How to build a microbial eye.,26131934,2009.0,1
855,Public archives: Chinese scientists are sharing data.,26085262,2015.0,0
856,Public health: The case for pay to quit.,26135443,2014.0,4
857,Q&A: Declan Murphy.,26672787,2009.0,7
858,Q&A: The dinosaur doctor.,26040881,2014.0,0
859,Qin et al. reply.,26381989,2013.0,0
860,Quantitative evolutionary dynamics using high-resolution lineage tracking,25731169,2008.0,94
861,Quantum coherent optical phase modulation in an ultrafast transmission electron microscope.,25971512,2010.0,50
862,Quantum physics: Death by experiment for local realism.,26503054,2007.0,0
863,Quantum physics: Quantum sound waves stick together.,26536955,2001.0,0
864,Quantum-dot-in-perovskite solids.,26178963,2013.0,56
865,RAF inhibitors that evade paradoxical MAPK pathway activation,26466569,2011.0,102
866,RBM3 mediates structural plasticity and protective effects of cooling in neurodegeneration.,25607368,2007.0,52
867,REV7 counteracts DNA double-strand break resection and affects PARP inhibition,25799992,2010.0,163
868,RNA degradation paths in a 12-subunit nuclear exosome complex,26222026,2011.0,45
869,RNA helicase DDX21 coordinates transcription and ribosomal RNA processing,25470060,2009.0,71
870,Radiation and dual checkpoint blockade activate non-redundant immune mechanisms in cancer.,25754329,2012.0,567
871,Random sudoku light,26511573,2015.0,0
872,Rapid removal of organic micropollutants from water by a porous β-cyclodextrin polymer.,26689365,2009.0,82
873,Rapidly rotating second-generation progenitors for the 'blue hook' stars of ω Centauri.,26098367,2010.0,0
874,Rational design of α-helical tandem repeat proteins with closed architectures,26675735,2010.0,27
875,Reactivation of multipotency by oncogenic PIK3CA induces breast tumour heterogeneity.,26266985,2011.0,103
876,Real-time observation of interfering crystal electrons in high-harmonic generation.,26223624,2008.5,46
877,Real-time observation of the initiation of RNA polymerase II transcription.,26331540,2001.0,31
878,Receptor-mediated exopolysaccharide perception controls bacterial infection.,26153863,2008.0,104
879,Recharge of a subglacial lake by surface meltwater in northeast Greenland.,25607355,2012.0,10
880,Recoded organisms engineered to depend on synthetic amino acids.,25607356,2007.0,100
881,Recognition determinants of broadly neutralizing human antibodies against dengue viruses,25581790,2010.0,128
882,Recognition: Build a reputation.,25961086,2014.0,1
883,Reconstructed Homo habilis type OH 7 suggests deep-rooted species diversity in early Homo.,25739632,2005.5,37
884,Reconstructing the reproductive mode of an Ediacaran macro-organism.,26237408,2008.0,12
885,Recursive splicing in long vertebrate genes.,25970246,2009.0,37
886,Redox rhythm reinforces the circadian clock to gate immune response,26098366,2008.5,45
887,Reduced carbon emission estimates from fossil fuel combustion and cement production in China.,26289204,2012.0,32
888,Reducing neurodevelopmental disorders and disability through research and interventions,26580321,2012.0,24
889,Reducing the energy cost of human walking using an unpowered exoskeleton.,25830889,2009.5,73
890,Regenerative biology: Maintaining liver mass.,26245376,2012.0,5
891,Regenerative biology: Neuregulin 1 makes heart muscle.,25903623,2011.0,13
892,Regional research priorities in brain and nervous system disorders.,26580328,2013.0,6
893,Regulated eukaryotic DNA replication origin firing with purified proteins.,25739503,2010.0,176
894,Regulation of endoplasmic reticulum turnover by selective autophagy,26040720,2009.5,176
895,Regulation of mitochondrial morphology and function by stearoylation of TFR1.,26214738,2009.5,55
896,Reinforcement learning improves behaviour from evaluative feedback.,26017443,2005.0,8
897,Rejuvenation of metallic glasses by non-affine thermal strain.,26268190,2011.0,32
898,Relativistic baryonic jets from an ultraluminous supersoft X-ray source.,26605521,1998.0,1
899,Relativistic boost as the cause of periodicity in a massive black-hole binary candidate.,26381982,2009.0,1
900,Renewable energy: better luminescent solar panels in prospect.,25788093,2011.0,7
901,Repairing oxidized proteins in the bacterial envelope using respiratory chain electrons.,26641313,2007.5,29
902,Repeated ER-endosome contacts promote endosome translocation and neurite outgrowth.,25855459,2011.0,96
903,Replication stress activates DNA repair synthesis in mitosis.,26633632,2012.0,117
904,Replisome speed determines the efficiency of the Tus-Ter replication termination barrier,26322585,2007.0,11
905,Reproducibility: Experimental mismatch in neural circuits.,26649825,2014.0,10
906,Reproducibility: use mouse biobanks or lose them.,26062496,2014.0,10
907,Research funding: Deposited grants buy time in Brazil.,26490608,2015.0,0
908,Research misconduct: Speed translation of misconduct reports.,26108842,2015.0,1
909,Research rigour: Use '4Rs' criteria to assess papers.,26040886,2015.0,1
910,Research: Biology's big hit.,26630597,2010.0,1
911,Resolving the complexity of the human genome using single-molecule sequencing,25383537,2009.5,246
912,Resources: Partner crop plants with solar facilities.,26268182,2014.0,0
913,Reversal of phenotypes in MECP2 duplication mice using genetic rescue or antisense oligonucleotides.,26605526,2010.0,36
914,Rhodium-catalysed syn-carboamination of alkenes via a transient directing group.,26503048,2011.0,30
915,Richard Heck (1931-2015).,26581284,1972.0,0
916,Robots that can adapt like animals.,26017452,2008.0,36
917,SEC14L2 enables pan-genotype HCV replication in cell culture.,26266980,2005.5,39
918,SERINC3 and SERINC5 restrict HIV-1 infectivity and are counteracted by Nef,26416733,2000.0,113
919,SHMT2 drives glioma cell survival in ischaemia but imposes a dependence on glycine clearance.,25855294,2009.0,107
920,SLC38A9 is a component of the lysosomal amino acid sensing machinery that controls mTORC1,25561175,2011.0,210
921,STAP cells are derived from ES cells.,26399834,2004.0,3
922,STEM teaching: Medicine in Europe.,26289197,2015.0,0
923,STEM teaching: The need for wider skills.,26289198,2015.0,0
924,Saturn's fast spin determined from its gravitational field and oblateness.,25807487,2007.0,1
925,Scale dependence of rock friction at high work rate.,26659187,2011.0,1
926,Scenarios for the making of vertebrates.,25903626,2007.0,14
927,"Science, technology and the future of small autonomous drones.",26017445,2010.0,38
928,Screening: Diagnostic dilemma.,26672781,2011.0,10
929,Screening: Don't look now.,26580162,2013.0,1
930,Screening: Early alert.,25970456,2010.0,5
931,Seafood: Mining shell waste will not be easy.,26381976,2012.0,0
932,Seismic evidence of effects of water on melt transport in the Lau back-arc mantle.,25642964,2007.0,3
933,Selection on noise constrains variation in a eukaryotic promoter.,25778704,2009.5,55
934,Selective corticostriatal plasticity during acquisition of an auditory discrimination task.,25731173,2005.0,55
935,Selective small-molecule inhibition of an RNA structural element,26416753,2010.0,91
936,Self-renewing diploid Axin2(+) cells fuel homeostatic renewal of the liver.,26245375,2007.0,183
937,Self-shaping of oil droplets via the formation of intermediate rotator phases upon cooling.,26649824,2009.0,8
938,Self-similar energetics in large clusters of galaxies.,26135447,2008.5,2
939,Self-similar fragmentation regulated by magnetic fields in a region forming massive stars.,25822792,2009.0,4
940,Sensory systems: The yin and yang of cortical oxytocin.,25874677,2011.0,1
941,Sex reversal triggers the rapid transition from genetic to temperature-dependent sex.,26135451,2011.0,58
942,Sex-dependent dominance at a single locus maintains variation in age at maturity in salmon.,26536110,2012.0,110
943,Sex-specific demography and generalization of the Trivers-Willard theory.,26390152,2005.5,24
944,Sexism: Mind the gap in Hunt responses.,26178956,2015.0,0
945,Sexual selection protects against extinction.,25985178,2009.0,43
946,Shape-changing magnetic assemblies as high-sensitivity NMR-readable nanoprobes.,25778701,2006.0,18
947,Shearing-induced asymmetry in entorhinal grid cells.,25673414,2008.0,62
948,Sidekick 2 directs formation of a retinal circuit that detects differential motion,26287463,2010.0,55
949,Signal integration by Ca(2+) regulates intestinal stem-cell activity.,26633624,2011.0,41
950,Signalling thresholds and negative B-cell selection in acute lymphoblastic leukaemia,25799995,2004.5,51
951,Single cell activity reveals direct electron transfer in methanotrophic consortia.,26375009,2010.0,100
952,Single-cell analysis reveals a stem-cell program in human metastatic breast cancer cells,26416748,2010.0,227
953,Single-cell chromatin accessibility reveals principles of regulatory variation,26083756,2012.0,297
954,Single-dose attenuated Vesiculovax vaccines protect primates against Ebola Makona virus.,25853476,2012.0,52
955,Single-molecule sequencing of the desiccation-tolerant grass Oropetium thomaeum.,26560029,2011.0,93
956,"Small organ, big reach.",26672780,2015.0,3
957,Small particles dominate Saturn's Phoebe ring to surprisingly large distances.,26062508,2008.0,0
958,Small-scale dynamo magnetism as the driver for heating the solar atmosphere.,26062509,2011.0,0
959,Social impact: Europe must fund social sciences.,26659175,2008.0,4
960,Soft matter: Frictionless fluids from bacterial teamwork.,26333462,2009.0,0
961,Sparse whole-genome sequencing identifies two loci for major depressive disorder,26176920,2011.0,275
962,Spastin and ESCRT-III coordinate mitotic spindle disassembly and nuclear envelope sealing,26040712,2009.0,98
963,Spatial and temporal distribution of mass loss from the Greenland Ice Sheet since AD 1900.,26672555,2012.0,20
964,Spatiotemporal control of a novel synaptic organizer molecule.,26083757,2005.0,20
965,Spawning rings of exceptional points out of Dirac cones.,26352476,2012.0,36
966,Species naming: Taxonomic glory easier on eBay?,26135441,2013.0,0
967,Speed cells in the medial entorhinal cortex.,26176924,2007.0,132
968,Spiders: Web of intrigue.,25806496,2012.5,8
969,Spontaneous droplet trampolining on rigid superhydrophobic surfaces.,26536959,2013.0,38
970,Spring greening in a warming world,26416739,2013.0,2
971,Square ice in graphene nanocapillaries.,25810206,2007.0,79
972,Stable gold(III) catalysts by oxidative addition of a carbon-carbon bond.,25612049,2011.0,53
973,State preservation by repetitive error detection in a superconducting quantum circuit.,25739628,2011.0,46
974,Statistical analysis of iron geochemical data suggests limited late Proterozoic oxygenation.,26201598,2011.0,53
975,Stem cells: Asymmetric rejuvenation.,25993956,2011.0,2
976,Stem cells: Chasing blood.,25686602,2013.5,0
977,Stem cells: Emergency back-up for lung repair.,25631438,2013.0,6
978,Stem cells: Equilibrium established.,25993958,2014.0,1
979,Strangulation as the primary mechanism for shutting down star formation in galaxies.,25971510,2010.0,1
980,Structural and functional features of central nervous system lymphatic vessels.,26030524,2011.0,834
981,Structural basis for Na(+) transport mechanism by a light-driven Na(+) pump,25849775,2010.0,45
982,Structural basis for gene regulation by a B12-dependent photoreceptor.,26416754,2009.0,27
983,Structural basis for retroviral integration into nucleosomes.,26061770,2007.0,63
984,Structural basis for stop codon recognition in eukaryotes.,26245381,2010.0,72
985,Structural basis of CpG and inhibitory DNA recognition by Toll-like receptor 9,25686612,2008.0,81
986,Structural basis of JAZ repression of MYC transcription factors in jasmonate signalling.,26258305,2009.0,64
987,Structural biology: A transcriptional specialist resolved.,26605522,2011.0,6
988,Structural biology: Hypoxia response becomes crystal clear.,26245369,2011.0,0
989,Structural biology: Lipid gymnastics.,26266983,2008.0,2
990,Structural biology: Pain-sensing TRPA1 channel resolved.,25855290,2012.0,0
991,Structural imprints in vivo decode RNA regulatory mechanisms.,25799993,2012.0,208
992,Structural insight into autoinhibition and histone H3-induced activation of DNMT3A,25383530,2005.5,79
993,Structural insight into substrate preference for TET-mediated oxidation,26524525,2010.0,59
994,Structural insights into the bacterial carbon-phosphorus lyase machinery,26280334,2008.0,9
995,Structural insights into µ-opioid receptor activation.,26245379,2009.0,204
996,Structure and mechanism of an active lipid-linked oligosaccharide flippase,26266984,2009.0,61
997,Structure and mechanism of the mammalian fructose transporter GLUT5,26416735,2006.0,76
998,Structure of a eukaryotic SWEET transporter in a homotrimeric complex.,26479032,2011.5,29
999,Structure of mammalian eIF3 in the context of the 43S preinitiation complex.,26344199,2011.0,71
1000,Structure of the E. coli ribosome-EF-Tu complex at <3 Å resolution by Cs-corrected cryo-EM,25707802,2010.0,151
1001,Structure of the F-actin-tropomyosin complex,25470062,2008.0,119
1002,Structure of the TRPA1 ion channel suggests regulatory mechanisms,25855297,2010.0,175
1003,Structure of the eukaryotic MCM complex at 3.8 Å,26222030,2011.0,83
1004,Structure of the human 80S ribosome,25901680,2010.5,120
1005,Structure of the immature HIV-1 capsid in intact virus particles at 8.8 Å resolution,25363765,2006.5,119
1006,Structure of the key species in the enzymatic oxidation of methane to methanol,25607364,2007.5,45
1007,Structure of the toxic core of α-synuclein from invisible crystals,26352473,2007.0,154
1008,Structures of actin-like ParM filaments show architecture of plasmid-segregating spindles,25915019,2008.0,32
1009,Structures of human phosphofructokinase-1 and atomic basis of cancer-associated mutations.,25985179,2009.0,25
1010,Sublimation in bright spots on (1) Ceres.,26659183,2009.5,5
1011,Substantial contribution of extrinsic risk factors to cancer development,26675728,2011.0,160
1012,Substitutional doping in nanocrystal superlattices.,26310766,2008.0,30
1013,Super-enhancers delineate disease-associated regulatory nodes in T cells.,25686607,2012.0,120
1014,Super-resolve me: from micro to nano.,26469055,2011.0,2
1015,Supramolecular assemblies underpin turnover of outer membrane proteins in bacteria.,26061769,2008.0,56
1016,Surgery: Diverse interventions.,26444374,2008.0,1
1017,Sustainability: Australia at the crossroads.,26536952,2014.0,2
1018,Sustainability: Bypassing the methane cycle.,26200334,2014.0,5
1019,Sustainable HIV treatment in Africa through viral-load-informed differentiated care.,26633768,2013.0,77
1020,Sustainable development goals: Monitor ecosystem services from space.,26333459,2015.0,1
1021,Sweet and bitter taste in the brain of awake behaving animals.,26580015,2005.5,42
1022,Switching on elusive organometallic mechanisms with photoredox catalysis,26266976,2013.0,55
1023,Symbiosis: Receptive to infection.,26153862,2007.0,3
1024,Synthesis and applications of RNAs with position-selective labelling and mosaic composition.,25938715,2007.0,29
1025,Synthetic biology: Ribosomal ties that bind.,26222027,2012.5,1
1026,Systematic review and meta-analysis of community and facility-based HIV testing to address linkage to care gaps in sub-Saharan Africa,26633769,2012.0,130
1027,Systems biology: Defiant daughters and coordinated cousins.,25762142,2010.5,2
1028,"T-cell exhaustion, co-stimulation and clinical outcome in autoimmunity and infection.",26123020,2007.5,143
1029,TP53 loss creates therapeutic vulnerability in colorectal cancer.,25901683,2010.0,69
1030,Targeting PTPRK-RSPO3 colon tumours promotes differentiation and loss of stem-cell function.,26700806,2011.0,65
1031,Technology: A solid future.,26509954,2015.0,4
1032,Technology: Barriers to misuse.,26107099,2013.0,2
1033,Tel1(ATM)-mediated interference suppresses clustered meiotic double-strand-break formation.,25539084,2010.0,35
1034,Telomerase activation by genomic rearrangements in high-risk neuroblastoma,26466568,2013.0,137
1035,Temperature representation in the Drosophila brain.,25739506,2009.0,40
1036,Testing the mid-latitude hydrologic seesaw.,26432254,2010.0,0
1037,Tet2 is required to resolve inflammation by recruiting Hdac2 to specifically repress IL-6,26287468,2013.0,141
1038,Tetanus toxoid and CCL3 improve dendritic cell vaccines in mice and glioblastoma patients,25762141,2005.0,154
1039,Textiles: Fabrics of life.,25806490,2013.0,1
1040,Th17 cells transdifferentiate into regulatory T cells during resolution of inflammation,25924064,2011.0,219
1041,Thalamic control of sensory selection in divided attention.,26503050,2010.0,112
1042,The C. elegans adult neuronal IIS/FOXO transcriptome reveals adult phenotype regulators.,26675724,2009.5,44
1043,The C9orf72 repeat expansion disrupts nucleocytoplasmic transport.,26308891,2010.0,293
1044,The CREB coactivator CRTC2 controls hepatic lipid metabolism by regulating SREBP1.,26147081,2010.0,59
1045,The DNA glycosylase AlkD uses a non-base-flipping mechanism to excise bulky lesions.,26524531,2008.0,18
1046,The Drosophila TNF receptor Grindelwald couples loss of cell polarity and neoplastic growth.,25874673,2006.0,37
1047,The Paf1 complex represses small-RNA-mediated epigenetic gene silencing.,25807481,2008.5,40
1048,The UK10K project identifies rare variants in health and disease,26367797,2012.0,304
1049,The Xist lncRNA interacts directly with SHARP to silence transcription through HDAC3.,25915022,2009.0,294
1050,The ancestry and affiliations of Kennewick Man,26087396,2010.0,44
1051,The architecture of the spliceosomal U4/U6.U5 tri-snRNP.,26106855,2007.0,95
1052,The beeline.,25992671,2006.0,2
1053,The cell menagerie: human immune profiling.,26381986,2013.5,4
1054,The changing form of Antarctic biodiversity.,26108852,2012.0,34
1055,The comet-like composition of a protoplanetary disk as revealed by complex cyanides.,25855455,2011.0,11
1056,The contentious nature of soil organic matter,26595271,2010.0,91
1057,The core spliceosome as target and effector of non-canonical ATM signalling.,26106861,2010.0,91
1058,The crystallography of correlated disorder.,25993960,2010.0,35
1059,The deuterostome context of chordate origins.,25903627,2008.0,36
1060,The direct arylation of allylic sp(3) C-H bonds via organic and photoredox catalysis.,25739630,2013.0,59
1061,The disruption of multiplanet systems through resonance with a binary orbit.,26310763,2005.0,0
1062,The diurnal cycle of water ice on comet 67P/Churyumov-Gerasimenko.,26399830,2011.0,11
1063,"The double-degenerate, super-Chandrasekhar nucleus of the planetary nebula Henize 2-428.",25686608,2011.0,0
1064,The earliest unequivocally modern humans in southern China.,26466566,2008.5,60
1065,The effect of malaria control on Plasmodium falciparum in Africa between 2000 and 2015,26375008,2011.5,630
1066,The effects of life history and sexual selection on male and female plumage colouration.,26536112,2009.0,51
1067,The end of the start for population sequencing,26432243,2013.5,20
1068,The evolutionary history of lethal metastatic prostate cancer.,25830880,2010.0,349
1069,The fine-scale genetic structure of the British population,25788095,2008.0,100
1070,The formation and fate of internal waves in the South China Sea.,25951285,2009.0,16
1071,The formation of a quadruple star system with wide separation.,25673415,2012.0,3
1072,The formation of submillimetre-bright galaxies from gas infall over a billion years.,26399829,2012.0,6
1073,The genetic sex-determination system predicts adult sex ratios in tetrapods.,26444239,2011.5,27
1074,The genomic landscape of response to EGFR blockade in colorectal cancer.,26416732,2011.0,134
1075,The hijacked brain.,26107093,2008.5,2
1076,The histone chaperone CAF-1 safeguards somatic cell identity.,26659182,2011.0,76
1077,The hypoxic cancer secretome induces pre-metastatic bone lesions through lysyl oxidase.,26017313,2007.0,172
1078,The inner workings of the hydrazine synthase multiprotein complex,26479033,2006.0,14
1079,The mass of the Mars-sized exoplanet Kepler-138 b from transit timing.,26085271,2012.0,1
1080,The maternal-age-associated risk of congenital heart disease is modifiable.,25830876,2007.0,28
1081,The mechanism of DNA replication termination in vertebrates.,26322582,2008.5,37
1082,The micronucleus gets its big break,26017308,2012.5,1
1083,The most incompressible metal osmium at static pressures above 750 gigapascals.,26302297,2008.0,15
1084,The octahaem MccA is a haem c-copper sulfite reductase,25642962,2009.0,11
1085,The octopus genome and the evolution of cephalopod neural and morphological novelties,26268193,2009.0,129
1086,The ontogeny of fairness in seven societies.,26580018,2012.0,49
1087,The origin and early phylogenetic history of jawed vertebrates,25903631,2010.0,31
1088,The origins of high hardening and low ductility in magnesium.,26390153,2013.0,12
1089,The paraventricular thalamus controls a central amygdala fear circuit.,25600269,2009.5,93
1090,The pre-vertebrate origins of neurogenic placodes.,26258298,2007.5,26
1091,The rise of fully turbulent flow.,26490621,2011.0,8
1092,The role of rapid diagnostics in managing Ebola epidemics.,26633764,2014.5,39
1093,The role of ridges in the formation and longevity of flat slabs.,26268192,2006.0,1
1094,The soft palate is an important site of adaptation for transmissible influenza viruses,26416728,2011.0,48
1095,The spliceosome is a therapeutic vulnerability in MYC-driven cancer.,26331541,2011.0,119
